                           Nonce      #Sol.     Time/s
5782b06f45c3afd3a47d0b8a5f295027          2   0.032546
a079807d1508b3572502c5f8f7498429          1   0.030537
7fc8c4c63577cbaea0291f9a9c345ace          3   0.034578
b0f1441f9d87e85ef1b8bd30c6cdd7d7          2   0.037527
b58117b73077caea5c23d5d5bdb78db5          0   0.032581
dfd4e34310139aaf665df9da93767e44          0   0.028522
4e523b0e4b502901490b6f10fb663892          1   0.033515
2b435d71d85c0f92badce7118e4bf1a6          3   0.035029
b670f98d53e3107555ed966119bbdd9a          1   0.034024
632d0c43fa50421d5412d347656fe36d          8   0.038025
832162c5fa4d0ad486ad48d08072df73          6   0.039633
af56bc283456fdc91f245b7bee4d9644          1   0.028463
30a62a125f79a0ad463a67cbade57d2c          1   0.031631
5ee9f4af369ad8ec71baa58e1b9eb56c          1   0.032969
65fb1cb8827d369e5bcb4d2946758417          3   0.033870
507bceb961d3c1d2d6483bf7fb9f0759          2   0.027514
dfd99b75bb5d092a70cf53e9d0b01703          2   0.035051
f97dfa5abad0c108f712d8de8c3a51a5          5   0.035515
56d8995b0db6b0548f61f228961e815d          2   0.030519
4b8923d67899454daa70d51f9f5432c6          0   0.031042
62e5c64f59c0b2f543aa92cd7111fef2          7   0.044591
036fdc644486f4881c8d37a00b66e267          3   0.034024
f8c74dff01fd6d0b14f3d5e4b51c3359          1   0.030027
c7888f83e0259d732fc9a7f337223214          1   0.033033
7a4c77649c325bb9b6cea9b470fa0c58          5   0.035522
7c26cfd9180ccf138d914b08845f5775          8   0.042519
5301911c5b23c2e0106ae2313c500cbf          1   0.033039
a5e8fc3d2d66db21bb5e456a7e2d2d8c          1   0.030524
09c927c0a82c1ba91668339d17fb262c          0   0.035014
77cb3fedd29cb106f008edd08692e8fd          3   0.033512
36343604bea94018a3ac64efec2d32c2          2   0.033045
dc842d5871f89e133ee60b25a2d32670         11   0.045045
30c6fe1a15c765b463ff960ad97a3a0d          2   0.033029
955a48e5ef83d549889c663bed21c4dd          1   0.029026
ef061c1b8af577132712a091e947a2e5          2   0.030514
cc9dcf8b29000000f5a0644ccef3e77d          3   0.037526
b4e0871dd533f87b559613e62951c48d          0   0.033536
a0de58b81433eaa2a77672e4d52a1516          8   0.041111
c4e60230b291b1a4e57b601c4611c7e5          9   0.035515
43a67e51896da163c5dc9fedca1a974a          4   0.032539
c1027eb376ea80daabe436bc868c2ee6          2   0.030515
12f7108925c73fa0835ddc91b17a51a0          1   0.032533
84a69595b12e9d0d15c02cae0aeb92d4          1   0.027559
775f2870e25f8f21d228e4ff1c6768a5          2   0.036514
6380e4d445f5726ff10e167a71796c03          4   0.038516
cca87e8f26db43cb161b6a1ccdf39699          1   0.035523
d772489ad8426ea47ae2f804fc2aebc3          1   0.032521
c4dbc95b45940327d653fdde9aff2205          0   0.026512
58d7a21c2d70dcfa69c41c8442c2143f          5   0.037259
6580438c098fd1b952b13aeb37690281          3   0.034565
6b62a0145fb2cd704a2c0f2bef381427          1   0.030514
9496ee6f750e2e34dd4190c92efb8ce4          2   0.036532
d1df98fb353d26a5f84ef628215e6817          0   0.032517
c957461f7447029ead8edb31716afe6a          1   0.031522
2f5fe7abf836af54e9f4800a07907b3c          3   0.035812
c2b82c9022e2fff0bcd416c642134e7c          2   0.033588
da3c7e54cba8130229043f6a876fc69f          0   0.033176
426e16ae3ba02671398e26a8fd590551          5   0.038530
cc52a0dc4515c0275a4f8b13b82d5b8d          4   0.036516
0e2aa2a350b93e7efad5df5cc948b7a6          0   0.031547
c81f52599c103dfbafccb5629806c9cf          1   0.036531
4fa18b18536286cf89dee34db56fc26b          0   0.029515
5406a8d476a06064246f0703ab3a6ce8          4   0.032514
9ac9d91397a07309d69c29b490971478          4   0.035555
11153c5db22e782804c13c47cc310ad6          4   0.040156
4043dfb90500c74979e0f319b1b04cf7          1   0.033018
f21e9bcf089481e9eedbb75959badaf2          2   0.034019
e5b791d6861178705d0ec617c6a3ab7e          5   0.038525
b9be4d582220963c6bb0fba9c85c4993          6   0.041524
35fef49a8621c9cba3fe914230cd128b          2   0.032026
c81d9af79da0409ddc1fcd5f3a199a17          4   0.035514
9df31517b18662144d0d59dd4e3193f9          5   0.035550
03e6b02d9c7fd6286f6c033aaefe51fd          0   0.032515
90ae9237aaca9de9895e9b6a07aff04b          5   0.030535
53b80240b8fa96d976e98dcdabd08a9e          2   0.032018
ec685f209d3143cdf3c296f5931cde7d          0   0.031081
a1acc8e9266264fef8897816cbe9625e          4   0.036195
8137c768d3c5e9b5fc7c074f42f49153          0   0.030031
ae9f7b41e335a85654d263a31de32989          0   0.029528
836fb43b9c4d900fb2abc1c0082d6a61          0   0.032514
54576927dd71ef6e01f93917e93f2a30          0   0.030018
48e788cc69442fc2ea3718cc560f0c7f          1   0.030513
2abc11aef153d5e1d971fde21a65cdcf          3   0.033019
7a6aab35273b7e0fc01d1a2cc1489bc6          1   0.031545
df9058f4ee4d129664291f2eff9fe49a          0   0.035052
a003138aad2ba9577181f9b6a0c0319b          1   0.032034
e0fefc0396f2c718eeb16ae68996d2f8          3   0.032522
91fb2711cfd1946fd6e036af57f6c56e          1   0.029023
451d62c5c0ffb4d731620f2d9c1247e9          4   0.035520
ca9e2ec8610b8f050f85de69e60cd125          1   0.029515
0208f6e97d4e86c9cc793ba65ee8540e          0   0.031021
a602d84a2b381718a545439680eb861e          4   0.039025
3e0fc1c9c5360bf8507611d31c0629b1          3   0.030528
ffde9f29bb1dba439d7e6bf55bdb4221         18   0.044056
4bfbe076586ad62609cc62e8f04d143f          2   0.032692
e90be0e9f634a1d62c0e82085329c27b          5   0.038570
1c895ce3e1cdf607f0c8696f9a616eba          0   0.032525
91b1ac2a36df8e653b97c96cb8d79391          0   0.028515
717384ee3b0bc0c41d55a9ed63225647          2   0.035019
2d112ace8a953cbd641ba9175b007af4          1   0.030022
8d28ce0b076824fee4aab609fc45abf3          7   0.038603
d14b0329c5b8a8af23db5d59bcb4bc73          6   0.042766
0bb113bc9b2a649938105671e4d186c6          0   0.029527
7a76730d5a239d55e3687923e4cce163          5   0.040030
6431957b33308aa4d98e097fccec7cfe          0   0.027520
3340b351aa42712354fb7234048a5fbd          2   0.033020
ccabfe748a36d966d992a0cdaffe67ac          1   0.032518
d9e29fe042bd9a80b67d2ed483a75345          5   0.033019
6fb600b986732469b5f0167893bf6f1f          3   0.039021
c54dcf2ea0c549c01a0c56c8c50a4590          3   0.032523
10494eb2d1b0c0a1535ffbd41cd94626          0   0.032523
388b763dbdf0414469496f1f20e93456          4   0.038017
00065ee58867ac64266c7376b82f4b34          8   0.037517
597e64afb5b957b8161c7ed1cf05de00          1   0.027022
fa5589857891a7562117cdd203db74e5          2   0.032519
c86dd8630aa579c5f8f30dbff6fc5f40          1   0.029514
570520de812aea4ab90652ee57e3fc6f          5   0.035522
3b6ed4810fc67e5c3641e62124461ce4          2   0.032533
cbe42cd686d28b136e2d78a937a7b35d          1   0.027527
36031978caf17009f3aa3c8e33d30c5c          3   0.035023
13e4239bc17bd24edab623eac31d3013          3   0.037032
3ca0e8e046285d339aa19ce999fef898          2   0.030502
b41c474768cc87cfb9b2cdeab639c3a0          6   0.035539
cfd6a0320c3485b51c547f82a4b81822          2   0.033522
1672a934f092a446ee7010ed035dda29          1   0.029514
e50a0421c6d7f22332f4791cdd2bd9ec          2   0.031029
5035b7baf83437b25f389f917df5dc08          1   0.031513
59df92d66b5ba92f63bd2b0ce7d05eee          4   0.037025
957e0e4ac88187ff828aa49b8059013c          7   0.039546
d619a52d0ae1fc723a92cfcece51244b          6   0.040121
535244863d4257ec5391b14226310519          0   0.030519
c30d05033e15f30e1b7bcf01293a02e5          4   0.036529
e819800fff17b161642cba08b3ece8f5          0   0.035514
a1b696cb02be43f96af715d328a9dee0          0   0.028522
0a8f5214eca5584f29ccbb29a59fc007          2   0.032382
b97f81457f525c346e2ec2d533e9ed9d          2   0.035207
5b440f027df2915826c7faec092f2e81          0   0.029518
1c853f0f7bad995d7775ec294be8b1f6          0   0.034012
8d8becb48d7defa3af1cfe39b6e6ea5b          0   0.029515
efd6d6f6e58ff7affa222818ef5faebc          4   0.035065
f2db5fff815756005a448df3c956060d          0   0.028511
ef6f1a217622d6ca7fb64d9b62061d70          5   0.034081
fa3ab0d151b98fbaa2415447b4822614         10   0.047529
c345096e4cbb8ae5afafe36c3fe0eb63          1   0.028047
1ce453aecb7a11dd43b69085ad7d3741          6   0.037507
e7837f0739043264274581361eef1623          1   0.031023
d56e3266e8c4cab5f4188517f8dbe441          0   0.030528
a7672f757d37823bd70affdccd2bcc85          8   0.037522
76437895065b53586ed6a63dfdbcb829          0   0.040531
972d985dfd48401e80846ace7e4cf349          2   0.030020
b2f86959b7d70a2a91f53a7115cc50d6          2   0.032531
db80c8d6a0fddae26793b40a2c79c550          1   0.029529
cc6d6b988568267b860637e00004447e          0   0.029073
fa9976bcad59186dcd4116823a96d8b4          3   0.031518
7963ae7f43dfc13bdb252e597fbd1aa9          4   0.036534
4bfd71a2805de5830b8b21ca1bd28366          4   0.030523
1e26846aea4e1558e1b9033e1e14d0e5          0   0.027532
0173c8f1da8dd21b47b385ad7fe8b737          2   0.031631
5f71159849f56897698db6db0e51abcc          4   0.032521
17326d9c06cdadeafb7131ddbee41595          9   0.042017
4e5fe53b7cee50782df21e8b48e3d538         11   0.042025
8df5988b42a21d688d2bdb5f15e8b3c3          1   0.032024
7652a90ada2cc2c3f793ce18f83cf480          3   0.034032
e34117a52b3b7ebe383d0ffbe12c1bf6          1   0.031515
6c98dd0b8436d80480ccc77eed9cf3f7          1   0.031026
368eadec12cfba2e43d875fcd75ef85e          4   0.029520
085c7db11eeada9e8e433213f482082b          4   0.034525
6c5ca2bb1c5c9b7be50591d6150f3fa1          2   0.031029
511a748cb4fa6177e0599d2e348a717a          3   0.038025
b52d15dcd4b88faa7a9abe4300adfb90          3   0.034019
23fd20998a0093fa583923de138c07b8          0   0.031018
baac5f6050ebe4edd3e751805e317472          0   0.030515
fbfe04b136ee729d2fc25efcb3df2e42          1   0.033513
aece112e5f884d58a70e19084b476656          0   0.027023
01b9eb22bc24a17b437a843fb87e00ac          1   0.033514
01ac7cd42b41fe56471e7ce46a0b8267          3   0.037102
95210ae6ee134d0be7d049cd073066e5          1   0.032113
1b6ae187f8193e1156f267692114dadd          1   0.031521
ebe53a47974076c93865b18f3be2dca9          4   0.033032
4c3af5de1db12c09c5c80ee57d17305b          0   0.026522
c03051d9e15645c149d478c9aa8d0cb5          0   0.030514
3bdec83a48f26d2b0682b55dd333aa74          1   0.033029
b42f38e0ed0438cd9f9dc9308a34d0c0          1   0.033620
a53fb8a32940ebf9972efccf7f2941f3          1   0.029510
3222a50e0a697eeafbebfe52445deb62          2   0.035523
fbda893a5f35f18e1d3c2cdd6b89d848          2   0.030021
892ac39a876ce18f4ea9be0611e632af          0   0.031518
9de0c908dc9ecf9e53d3d0ae0a67a656          0   0.028512
ca65742882bbb37e8852694b6b9dfa44          3   0.035518
eaebf5f7ef0edae375d210ce89ed0401          0   0.028519
bab4789e33e53f40a6c2ccd4d7bdbe72          0   0.030515
cb78312daac1b489d313507c8a3b8ce1          3   0.031519
af77dc7227f4b79fcaee1640fc7cea1b          2   0.030524
cc602d34d14324745bbf453c34ab3523          1   0.033017
06095a87b7b7e5cc2a8774f47bf4486a          1   0.029021
e51d18a02d1226dcd26c6c17e71e3a24          0   0.027517
e1b43a3922d1f9de4ff9e8c420979c51          1   0.030531
a4615d01a0f6629c5d972b42e4330570          0   0.027508
ca9cc3bb1b45690fa6529114a4d428d6          1   0.030514
dafcb4bb56a3919853256d2351b3e6d8          0   0.030539
ce351e92f61dd5ccde532bc1fe5fa9cb          1   0.029537
56cbd9fcc7db78a0e53c22e0f05c25da          5   0.036020
3aa889ad67956cd2e58cdedb66bcf018          4   0.035515
a8451d70bd2bfec546e04d1e671ca100          3   0.034022
402f820a63d75cc91aee5b28dd1f4e1d          0   0.031665
75d95797071786ea254eaa89e5aa70fd          0   0.030473
94b38e159dc96cfa0492334acf3dc8f0          0   0.034013
a562b78cbe5035c9a4bdcc320dec63c2          1   0.039101
58306cb0ab046a7f76e45d51fa1395ae          1   0.031525
0696ec443fb077c1643cc08a62598ff9          0   0.029875
1c572ed567b4456fca87d1be4d6e5657          3   0.034070
10a789d29e1dcfd1924645a30b151c4c         17   0.050666
82844206255e2d6aea676ca1f88e668b          2   0.035526
790b67ca83bb5a98a53e97d6534c055e          5   0.036550
ec575f73608b48c8502a111985ad2281          6   0.037084
3b6734b3619f86629df072992be3c421          9   0.037094
fa6bcb363acb3a5af9c4a44a05547442          3   0.033393
482d7ca0aa91902c3f8ceceaa93b1c41          2   0.032779
934b71f21c061330bd94ad25fc61b7c8          1   0.033520
d93b98e7069f20b08d13b7367e831cab          0   0.030044
6cb40dfe2c62a0d7eb9388a40cdeaacc          7   0.038035
0852d3083d8611dedb901a6901609b16          1   0.035029
f2dc047d53abc28fcc89ec12627f502d          5   0.036520
76fecbdc38e4db5be890176cc3b7514c          2   0.035527
3dfadc54605ea776f3a09e36d6b561ea          1   0.030642
be2d81765ac7a401dd8d4d6226b1e62f          1   0.031520
32a3bb55c035b818d2c54e0669f53aef          5   0.034033
9041fd0ee61819f13eaab5835b5e05de          2   0.028516
d6cf3b21f8a860083f678d9b62ce346d          1   0.036211
41de182306977d27445fbbb18a1304ae          1   0.027968
8e64850f9760c9cabfe53c9e9973030e          0   0.032804
2a6e1fb01150907ccf5af0c4eafeaa8f          6   0.037724
45d2bfe528313efdd2724689c393e07b          4   0.034876
9926dbcb4e3aae18414977ca5d5ce9a1          0   0.029177
bec9b3b76a1cb04816fcfaf2f2cb10d5          1   0.031926
1679c0315dc2539203edcb34df537dfb          2   0.032305
8b3a23e3ba801a664c9659557104082b          2   0.032731
5261b6012d2cbe92cb7f5877393a1e9b          2   0.032028
0baef0eb98af09496b7d9a248a4f9019          3   0.039816
4fe6ff5659b8c04da2986e87b0e0ae0e          2   0.033295
993579d56f4c9afc78df4d132fa5fe94          1   0.036010
ef795a0b184d10c8b2e86b2511d8492c          5   0.039031
9efef56e7db70d46822893a4ac85e156          1   0.030766
779946f50e5dccdd245b0d8171c0d0ac          2   0.033229
3fede222c615203494d6b466fc80fcb6          1   0.029766
066ea80b628a8a02e69b87c23b5152c2         20   0.050129
84de2f23b174ac42e0cadd11a6c1441b         20   0.050760
2cecddcf50842b1c5a5cdb849e404377          5   0.034966
7d552d72da2b698db04abcad2b33a19c          0   0.033034
586de9345d65613a69d1fae1a7cadd34          1   0.030168
3993b30c84caec84829e045ee5752547          2   0.030714
7860918d006a25e114530fcca43c7eb9          0   0.029515
979edb2f057c87b1f0e63d0854261d5d          2   0.030141
cc59cc528aa961d41575166ebc0319b1          6   0.045474
5c2c97dbd1d947c7235d39eb8793c433          2   0.033333
9ac9c41f970248db7135df7dcd4c86c3          4   0.033206
2b101350e9319dff06faf8436ade3eb1          4   0.035833
697a951eb1ba150b61f5c2beeb7eaaee          3   0.037416
f1ef060c1f050d2fa3426305f49a73d8          7   0.039833
8e01d29bd7f4068ead850ac0c3a39411          1   0.034260
22d4049d021c2b1d30d34d909cbaaabc          2   0.031530
6869b06cbdd8a983b7afc29f525b1618          2   0.031085
6d777710fc65d756ed2058bfc7492947          2   0.032529
32f289d00b516afa3f0d902b06da32e1          1   0.030445
7bdf14c031fd4c06d752b9fa6786d9c2         10   0.042159
002c1395eddf5922bcb2a458c1b75404          1   0.031573
63f6a77d01c3bb25b8a82cba7041dc71          2   0.037597
0ebc88a81babe11173f7c20d580a7a38          0   0.034820
5402390ffc3c504bb2fa015a74459840          5   0.033007
c98a3c49d4b1353e972c532fdf02a478         15   0.044832
2655009d9414817309b26c24bee45af1          7   0.034320
1eae73e4bb3ece504f911d4bdb92462e          5   0.035729
1d195a3b7f0ca38235adf3e6ae28ab55          5   0.039662
f8c92258c1c7784f86de5df16d286f95          0   0.035532
4271675ec33c5b10a86024a83d9136e0          0   0.027020
c8773da910675992ab7dee87153456f4          2   0.030710
07b6ad351253b693580568e1a36b9ca0          5   0.039783
ed09687a5fe998ede2f2e9fe8ab23439          7   0.036159
414b7aa55f56fddb8e28b873b3f35ebf          1   0.030517
f6d46b8b5812d98a13911e8d133e67ca          4   0.037761
6c604c86bef7ab5fb42920466681f633          0   0.031754
04101adafbc21496ce57af812fb02449          0   0.029180
6d2b8d1786042e057a1d1ee68e786b8e          2   0.036154
280d4ea8b22202f7afe581602eff8668          3   0.036195
5ab75de891bc6b1209a0088efb3c7e3e          1   0.031721
0512f2e46de7b7698d321e685f549e7b          1   0.031885
bbd2e216403f946e546d3920ba3605d9          5   0.035877
c6c737b8b507b41ed4337d19b15e2dfd          1   0.032448
6fd997b2a8dfde0d99024e78f515ad30          2   0.033532
a84811743800edc77dd7e86462a31f70          3   0.035907
c0c2b5765694a4d2cf8f253d3c632bc0          1   0.033298
8d92fb840ec410d14f523b2f89baa397          2   0.030327
e394a20294931bd1c0b6391a5342d8ee          1   0.030656
4122abb1c9ca8065694c2c7a08dcae59          1   0.030060
6940d6cef97a5f9a656325979b09c962          0   0.028675
e1b7ec5a961ed61ae1be72ec8998b585          1   0.033705
a327a5d8672c1d6799911e035de547c5          4   0.036790
89b5b14308a263ef2c2d3e91d96ca2f3          0   0.028861
98af0d2b23ebecaa957abe186fde17e4          4   0.034834
3da923f3809e33a5e96849ad5092f00f          2   0.038158
09dd76f8a2e9eb63c6ee5fd168f797ff          0   0.034408
dd9e8ef319a3e9afd1d56631c061f446          1   0.033556
cee40ec3dadf874c586ed081d34a657e          4   0.038130
83e6a6074fd3b3384a7495e85c3cd3e0          2   0.035785
9a4085d361be4908e5387f0ef33523ea          2   0.034952
fc56706704b94f1e4d34900801f72f51          2   0.034218
a1218fb88a60bda7e1d53ed0a9700527          2   0.030363
62865c2cb734635719bdb0929ddb06e9          1   0.032101
bff639f7c0436138ae3f7d5683b79607          1   0.033290
4f000594c33f267ba0441bb4603238e6          6   0.041753
3ee079333778e41b6f0f528b31261774          2   0.031522
fd181cc1d37cf27ed4ebb48d7a511030          1   0.032059
249fa0ae2d2d59f89e4068a68a8030f5          1   0.032904
72b8084874bbd83e1ba832a56354d1e0          7   0.037039
190f3df9cdee9f5aed8030c5eebdc108          3   0.037706
9edcc519ae48b0cb9c93843c2e2f6efd          2   0.032641
671ae930cfcbaef2886117cea4abf3c2          1   0.028811
ce470a5ad1def326acfc4b44fb08e1f7          1   0.031879
95bc4f619a8548e5db61e7e523ddcadf          1   0.031034
22e70e78b0da3865f8eb90a063b5b60a          2   0.029785
f7d1352a448d1c73f86ba43ac9af7bfb          1   0.031707
34c105cad9dade832f277b56a900899f          0   0.027714
02a8cdd796a7509e5f13ab04e620f5ed          5   0.039393
a3abe198e3accda1046c67b57d47d31e          3   0.031151
e8fd19c766566e6321fe04486be92829          2   0.036362
5135ad6fe926ce9c505255442b772fa8          0   0.029751
617cb20b77c90cbdd3e8f39f776fbe2f          4   0.032199
a3a58381f58f3c790ff76494891ed502          4   0.033935
23eec009ae6339fc0153b6335f540caa          3   0.033833
5e91a23ed18234a1a2791a6a12b6a88e          8   0.036099
2745070930ad842fe5a1fadf3481522f          3   0.036955
5eddc45ad42f588e274fffd8d55fe35b          1   0.029523
c962daabdaaed21f757ed79df9fed741          1   0.036027
90fbb2904c8bcfed5af7c1a5d9290754          0   0.030026
88bc385d63cf0280a28789afea6f9823          0   0.029521
7f1ceff947640df94a61ab7f46df58bb          5   0.040029
b086fd7ddec1c6b793bd3615aefa5745          6   0.038027
98aeaff16877009c76bd2231418e40a5          3   0.036387
c3bbe6bae5a1842c42dffaf4add36b66          5   0.033274
843bb46b65e087d6fb1762efde46696e          4   0.037131
f95d6995eb7c371afa85368ecb9095c3          7   0.037660
0e2bd34e28af84807816481d18563431          0   0.027166
ba4e1ab1d723da9fa126bd1fac12972a          5   0.043178
8ce84858c91ee0b43168b86b5ed086c0          1   0.029673
e8475db5263b934b66a2837e47dfe6bd          4   0.034279
fb5b2679cbc12f749daa9da1a60224ab          2   0.033918
2a52f5c52ce164673a1dd617edc16eca          1   0.032710
64afae90b99220275ad48a84cb3355a8          4   0.036968
ed91f11596626b69cb04b3013b451164          0   0.031987
5ef583b836de00846c7a7f2d05f665a3          4   0.036136
52d6aadc6a6ee741703563ae6348fcc3          1   0.031376
5e88a3147e9eda2728f451d4fa0e94c8          3   0.032753
f77cfaba0087b66a5a9f5fce9559343b          1   0.029008
4c0d3ee5c31a58dcaf774e06c7c274cd          6   0.037147
e8621dc7ae722dad2bb65132cc56f21f         15   0.044116
2514bc9da14896f2c392879685c243ec          3   0.037297
988609eb161ff535075463acd4bdfe9e          2   0.029234
b2f53c4e4dd7ac5327bb72b9bf994087          2   0.028584
ae93269143575b3d6530a21238e1aea0          3   0.033695
4f8da23909e1e3be277bf1a789ba6c28          2   0.037534
9afa5c9b70f4554dd609d57d3b26b4c2          0   0.028066
0570eeeb04e9928c62a26715b677e2ed          2   0.033457
af2a3cc8e5ebda807adf1df2aa916b95          0   0.029918
2fcabd955420b40196f0af2a319e730b          3   0.033585
2f34514dee5b6f969eb3148784b87764          2   0.033669
9850c0821ebf1b9464f962d0a81446c4          0   0.028620
1adc0c6c9aaec5656f30bb5123989bce          4   0.035110
4e0d901a512634455290df32e0a95862          2   0.031413
98b0367bdfb1d13c2d0feee375dbe43a          1   0.031528
fb4249da15c3863e550c4cdb3f7fc6a4          0   0.028006
93bbe389db5a7f63b2b4df0dd8c71944          2   0.036767
532e0efc4f7aa547590fef40d126ea68          0   0.033341
73dcfd68227183bc0f299668fa12c1de          2   0.036529
6613baefe51d4577f485b32df758a3c2          2   0.032081
10b336e3ff85dfb678bd90c7abbaf8e1          1   0.030199
7a5e30bca19eaabe65bd72a6bc1cfe7c          0   0.029124
60239431b1c63fb2b92e01cbaca36d47          2   0.032621
f235c579c2213d48f71625b691812918          2   0.036137
94989b2eb2d144a048a8f988a8ac7ac8          2   0.033854
6ef44c44f4e10276a606eca2108c2f2a          0   0.027455
9726f2b75c57ee3fd29c3b36e9e11b00          2   0.035019
1faa0750eef1f970a7e3b68413b1783d          2   0.032166
576a5b1ba8cd47e15d0079771b109404          1   0.028479
3d1bfd17e2edd6cda7b8d19026ad3804          1   0.036758
0ff0be897e3c57d969cbe2a9d82bbea3          3   0.032831
7c2beac5c726c59876d9c5c3557daa3e          0   0.032550
37ab5fa5ebcb1b55ffa19aaa2651d2d7          4   0.034070
16d198612367c82b472f0d374356d65d          0   0.031752
3a5991c1c7c8454b040ddc2ae29301fe          8   0.041042
1a8f65bc1875b595b149fea4128c265e          0   0.028684
17794b3b365139bfe87ac9edbc90b613          0   0.028718
8d35d890c6024df4fa8c09a215503df6          3   0.031108
666205117e02aa34973e0413322a5fde          3   0.034108
891d241ff92399f531610f54ab665f8b          2   0.033110
9f1f76673fcd4e5d57d59eacbb4746fa          3   0.033958
73a7042b27c42113fc7c5b0f8a3816e2          0   0.027013
3a6b5a485db3dff172fa6937e9f26695          5   0.040056
b381cb593e19d5f04863a356dde71642          4   0.037933
e6eab773ff0269fd49be18ec028d5430         10   0.042024
efafad7083a4ed64e1c6801759c1b833          1   0.032625
e2f358240ab34aaef96254ff46cbdcf7          2   0.036220
565c709e44dbc7e04ef7e55dc2cfb793          0   0.030089
b7aaf2bf8428d1cf77683ae8a3076f43          1   0.033798
30f0e135dd31b2ad2fbc67ef1f32bb03          3   0.034615
1a15ec51d9a48325cbaa6806e8dffe21          2   0.031614
c742244ee31e5bbcea51d84337e23940          0   0.030284
fabcb689c48a5cd7595a587b05859f8c          4   0.032518
31fddff8740f8a5ea97e1d912fd952f6          1   0.031242
fa29367a61ea7e1be5eb29a3a6c82488          4   0.038676
7ee6b370ad23649ec44b5fb2cc76a5ec          1   0.032223
6b2a77ed130492122a38491617f3d4aa          3   0.035195
c2ad55b668e1a611d205fb9307e2fb1d          3   0.034544
399a2ee514e9a99a12035a1cdb25180c          2   0.035568
ffdf381fabba31ed1ffb4ba88f118841          4   0.030702
ec7c85925825024af1eafc9c35903424          0   0.030026
1ebb4a9d5064689be78c66c339b3f875          4   0.042143
e876550ce32bf2c31bfc7fa779365ad8          1   0.031518
d8ebae7c2f14d7a7dc84d47d84e6bc9a          2   0.034411
170e710910e68a65323b818eff5209dd          0   0.030846
